DC Number,DC Key,Location,Theft Date,Theft Year,District,Stolen Value,Theft Hour,UCR,Latitude,Longitude,Location 1
40391,201006000000,1000 BLOCK FILBERT ST,07/25/2010 12:00:00 AM,2010,6,250,12,615,39.9525856,-75.15653197,"(39.9525856, -75.15653197)"
40637,201006000000,800 BLOCK MARKET ST,07/26/2010 12:00:00 AM,2010,6,300,17,615,39.9511302,-75.15362578,"(39.9511302, -75.15362578)"
41223,201006000000,1200 BLOCK MARKET ST,07/29/2010 12:00:00 AM,2010,6,1600,15,615,39.9519177,-75.15991176,"(39.9519177, -75.15991176)"
41474,201006000000,800 BLOCK CHESTNUT ST,07/30/2010 12:00:00 AM,2010,6,600,16,615,39.9496956,-75.15442994,"(39.9496956, -75.15442994)"
41980,201006000000,1300 BLOCK SANSOM ST,08/01/2010 12:00:00 AM,2010,6,500,18,615,39.9498382,-75.16195358,"(39.9498382, -75.16195358)"
43741,201006000000,300 BLOCK S 2ND ST,08/09/2010 12:00:00 AM,2010,6,300,9,615,39.9436564,-75.14509844,"(39.9436564, -75.14509844)"
45031,201006000000,700 BLOCK N ORKNEY ST,08/16/2010 12:00:00 AM,2010,6,200,18,615,39.9630946,-75.14617329,"(39.9630946, -75.14617329)"
46970,201006000000,1000 BLOCK LOCUST ST,08/26/2010 12:00:00 AM,2010,6,750,13,615,39.9473684,-75.15765882,"(39.9473684, -75.15765882)"
47186,201006000000,300 BLOCK S 13TH ST,08/26/2010 12:00:00 AM,2010,6,250,17,615,39.9467175,-75.16264334,"(39.9467175, -75.16264334)"
47756,201006000000,0 BLOCK N 3RD ST,08/08/2010 12:00:00 AM,2010,6,3050,12,615,39.9515143,-75.14536813,"(39.9515143, -75.14536813)"
47789,201006000000,100 BLOCK N 9TH ST,08/30/2010 12:00:00 AM,2010,6,300,16,615,39.9544036,-75.1544642,"(39.9544036, -75.1544642)"
48695,201006000000,900 BLOCK HAMILTON ST,09/04/2010 12:00:00 AM,2010,6,150,8,625,39.9601573,-75.15374474,"(39.9601573, -75.15374474)"
49402,201006000000,100 BLOCK S 8TH ST,09/07/2010 12:00:00 AM,2010,6,500,10,615,39.9486778,-75.15411199,"(39.9486778, -75.15411199)"
50878,201006000000,400 BLOCK FAIRMOUNT AV,09/16/2010 12:00:00 AM,2010,6,125,12,625,39.9629798,-75.14571373,"(39.9629798, -75.14571373)"
51453,201006000000,1000 BLOCK SPRING GARDEN ST,09/18/2010 12:00:00 AM,2010,6,50,15,625,39.9617365,-75.15471938,"(39.9617365, -75.15471938)"
51605,201006000000,300 BLOCK LOMBARD ST,09/20/2010 12:00:00 AM,2010,6,950,15,615,39.9424901,-75.14767637,"(39.9424901, -75.14767637)"
51694,201006000000,300 BLOCK N 13TH ST,09/21/2010 12:00:00 AM,2010,6,60,7,625,39.9578951,-75.16021919,"(39.9578951, -75.16021919)"
51829,201006000000,S 11TH ST  / WALNUT ST,09/21/2010 12:00:00 AM,2010,6,150,22,625,39.9486914,-75.15896427,"(39.9486914, -75.15896427)"
51911,201006000000,200 BLOCK PINE ST,09/21/2010 12:00:00 AM,2010,6,100,12,625,39.9431779,-75.14579469,"(39.9431779, -75.14579469)"
52534,201006000000,1000 BLOCK PINE ST,09/25/2010 12:00:00 AM,2010,6,400,12,615,39.9447153,-75.15825955,"(39.9447153, -75.15825955)"
52582,201006000000,800 BLOCK SPRUCE STREET,09/25/2010 12:00:00 AM,2010,6,125,19,625,39.9457319,-75.15475974,"(39.9457319, -75.15475974)"
52905,201006000000,500 BLOCK MARKET ST,09/24/2010 12:00:00 AM,2010,6,200,14,615,39.9505572,-75.14893748,"(39.9505572, -75.14893748)"
53099,201006000000,300 BLOCK S 5TH ST,09/28/2010 12:00:00 AM,2010,6,500,18,615,39.9449915,-75.15007821,"(39.9449915, -75.15007821)"
56435,201006000000,1100 BLOCK WALNUT ST,10/16/2010 12:00:00 AM,2010,6,375,2,615,39.9487461,-75.15931901,"(39.9487461, -75.15931901)"
56495,201006000000,1200 BLOCK SANSOM ST,10/15/2010 12:00:00 AM,2010,6,500,11,615,39.9496436,-75.16039095,"(39.9496436, -75.16039095)"
56524,201006000000,100 BLOCK N 12TH ST,10/16/2010 12:00:00 AM,2010,6,1000,15,615,39.9539915,-75.15944017,"(39.9539915, -75.15944017)"
56976,201006000000,S 8TH ST  / DELANCEY ST,10/05/2010 12:00:00 AM,2010,6,265,23,615,39.9449504,-75.15493231,"(39.9449504, -75.15493231)"
57310,201006000000,1200 BLOCK LOCUST ST,10/20/2010 12:00:00 AM,2010,6,400,18,615,39.9477474,-75.16082004,"(39.9477474, -75.16082004)"
58106,201006000000,1300 BLOCK PINE ST,10/24/2010 12:00:00 AM,2010,6,300,12,615,39.9454364,-75.16404797,"(39.9454364, -75.16404797)"
58383,201006000000,800 BLOCK SPRUCE STREET,10/25/2010 12:00:00 AM,2010,6,300,8,615,39.9457319,-75.15475974,"(39.9457319, -75.15475974)"
58489,201006000000,200 BLOCK S 5TH ST,10/26/2010 12:00:00 AM,2010,6,200,19,615,39.9468117,-75.14968743,"(39.9468117, -75.14968743)"
58765,201006000000,400 BLOCK S BROAD ST,10/27/2010 12:00:00 AM,2010,6,500,10,615,39.9455486,-75.16500708,"(39.9455486, -75.16500708)"
58792,201006000000,900 BLOCK CHESTNUT ST,10/28/2010 12:00:00 AM,2010,6,1000,13,615,39.9498908,-75.15613527,"(39.9498908, -75.15613527)"
59089,201006000000,N 10TH ST  / MARKET ST,10/29/2010 12:00:00 AM,2010,6,1260,20,615,39.9515387,-75.15675035,"(39.9515387, -75.15675035)"
59407,201006000000,1200 BLOCK FILBERT ST,10/31/2010 12:00:00 AM,2010,6,1200,11,615,39.9529399,-75.15969437,"(39.9529399, -75.15969437)"
61305,201006000000,300 BLOCK S CAMAC ST,11/10/2010 12:00:00 AM,2010,6,200,21,615,39.9466257,-75.16186185,"(39.9466257, -75.16186185)"
61387,201006000000,1100 BLOCK CHESTNUT ST,11/11/2010 12:00:00 AM,2010,6,0,10,635,39.9502491,-75.15886918,"(39.9502491, -75.15886918)"
62495,201006000000,S 11TH ST  / WALNUT ST,11/17/2010 12:00:00 AM,2010,6,1000,16,615,39.9486914,-75.15896427,"(39.9486914, -75.15896427)"
63242,201006000000,1100 BLOCK ARCH ST,11/21/2010 12:00:00 AM,2010,6,1000,12,615,39.9538066,-75.1583053,"(39.9538066, -75.1583053)"
67207,201006000000,100 BLOCK S 11TH ST,12/12/2010 12:00:00 AM,2010,6,451,12,615,39.9496724,-75.15874845,"(39.9496724, -75.15874845)"
67878,201006000000,N 11TH ST  / WALLACE ST,12/19/2010 12:00:00 AM,2010,6,20,16,635,39.9642745,-75.15558607,"(39.9642745, -75.15558607)"
68048,201006000000,1100 BLOCK FILBERT ST,12/20/2010 12:00:00 AM,2010,6,250,18,615,39.9527583,-75.15809549,"(39.9527583, -75.15809549)"
17023,201007000000,1600 BLOCK PLACID ST,05/02/2010 12:00:00 AM,2010,7,400,12,615,40.0753246,-75.05184705,"(40.0753246, -75.05184705)"
24799,201007000000,8000 BLOCK ROOSEVELT BLVDVELT BLVD,06/27/2010 12:00:00 AM,2010,7,500,18,615,40.0568484,-75.04700638,"(40.0568484, -75.04700638)"
26582,201007000000,1100 BLOCK MOREFIELD RD,07/01/2010 12:00:00 AM,2010,7,300,14,615,40.1015992,-75.03946414,"(40.1015992, -75.03946414)"
27013,201007000000,13400 BLOCK DAMAR DR,07/12/2010 12:00:00 AM,2010,7,700,10,615,40.1208775,-75.00087939,"(40.1208775, -75.00087939)"
27235,201007000000,1100 BLOCK BARTLETT ST,07/08/2010 12:00:00 AM,2010,7,230,23,615,40.1012068,-75.03447287,"(40.1012068, -75.03447287)"
29723,201007000000,9600 BLOCK BANES ST,08/02/2010 12:00:00 AM,2010,7,150,15,625,40.0884182,-75.03662985,"(40.0884182, -75.03662985)"
30272,201007000000,1900 BLOCK FULMER ST,07/04/2010 12:00:00 AM,2010,7,100,14,625,40.0867137,-75.0319067,"(40.0867137, -75.0319067)"
30297,201007000000,9800 BLOCK BUSTLETON AVE,08/06/2010 12:00:00 AM,2010,7,300,18,615,40.0937837,-75.03112263,"(40.0937837, -75.03112263)"
34892,201007000000,1100 BLOCK BYBERRY RD,09/09/2010 12:00:00 AM,2010,7,200,20,615,40.1196222,-75.0086933,"(40.1196222, -75.0086933)"
14154,201008000000,11700 BLOCK BRANDON RD,04/07/2010 12:00:00 AM,2010,8,450,21,615,40.0939469,-74.9853426,"(40.0939469, -74.9853426)"
16805,201008000000,4700 BLOCK GRANT AVE,04/25/2010 12:00:00 AM,2010,8,175,9,625,40.0580413,-74.98780667,"(40.0580413, -74.98780667)"
23559,201008000000,4000 BLOCK WOODHAVEN RD,06/06/2010 12:00:00 AM,2010,8,150,13,625,40.0868582,-74.97190086,"(40.0868582, -74.97190086)"
24907,201008000000,2900 BLOCK NESTOR RD,06/12/2010 12:00:00 AM,2010,8,200,12,615,40.1036257,-74.9987535,"(40.1036257, -74.9987535)"
30536,201008000000,3600 BLOCK WESSEX LN,07/17/2010 12:00:00 AM,2010,8,200,17,615,40.071675,-74.99136257,"(40.071675, -74.99136257)"
31237,201008000000,2600 BLOCK TOLBUT ST,07/21/2010 12:00:00 AM,2010,8,350,21,615,40.0619981,-75.03257535,"(40.0619981, -75.03257535)"
34522,201008000000,8700 BLOCK CRISPIN ST,08/11/2010 12:00:00 AM,2010,8,150,16,625,40.0508929,-75.01411493,"(40.0508929, -75.01411493)"
35073,201008000000,2500 BLOCK WELSH RD,08/14/2010 12:00:00 AM,2010,8,350,15,615,40.0728288,-75.03357137,"(40.0728288, -75.03357137)"
36732,201008000000,3200 BLOCK RED LION RD,08/25/2010 12:00:00 AM,2010,8,214,23,615,40.081477,-74.99411019,"(40.081477, -74.99411019)"
44707,201008000000,3200 BLOCK CHELSEA PL,10/17/2010 12:00:00 AM,2010,8,200,18,615,40.079178,-74.99684933,"(40.079178, -74.99684933)"
48665,201008000000,100 BLOCK VILLAGE LA,11/15/2010 12:00:00 AM,2010,8,300,11,615,40.0765847,-74.97671917,"(40.0765847, -74.97671917)"
118,201009000000,1500 BLOCK MARKET ST,01/01/2010 12:00:00 AM,2010,9,400,15,615,39.9526257,-75.1654872,"(39.9526257, -75.1654872)"
4593,201009000000,400 BLOCK N 20TH ST,01/29/2010 12:00:00 AM,2010,9,500,9,615,39.9610588,-75.17155466,"(39.9610588, -75.17155466)"
12704,201009000000,2200 BLOCK PENNSYLVANIA AV,01/25/2010 12:00:00 AM,2010,9,550,15,615,39.9630524,-75.17472675,"(39.9630524, -75.17472675)"
13731,201009000000,S 17TH ST  / CHESTNUT ST,03/27/2010 12:00:00 AM,2010,9,375,12,615,39.9514777,-75.16877808,"(39.9514777, -75.16877808)"
16016,201009000000,S 20TH ST  / WALNUT ST,04/08/2010 12:00:00 AM,2010,9,436,17,615,39.9505417,-75.17380927,"(39.9505417, -75.17380927)"
18404,201009000000,500 BLOCK N 20TH ST,04/18/2010 12:00:00 AM,2010,9,1900,18,615,39.9630997,-75.17108461,"(39.9630997, -75.17108461)"
18743,201009000000,100 BLOCK S 20TH ST,04/23/2010 12:00:00 AM,2010,9,500,15,615,39.9512116,-75.17367682,"(39.9512116, -75.17367682)"
18857,201009000000,2000 BLOCK HAMILTON ST,04/24/2010 12:00:00 AM,2010,9,0,2,615,39.9622778,-75.17129426,"(39.9622778, -75.17129426)"
20155,201009000000,1900 BLOCK VINE ST,05/01/2010 12:00:00 AM,2010,9,300,14,615,39.9591127,-75.17037945,"(39.9591127, -75.17037945)"
20213,201009000000,1600 BLOCK PINE ST,05/01/2010 12:00:00 AM,2010,9,199,21,625,39.9461122,-75.16930302,"(39.9461122, -75.16930302)"
21205,201009000000,2600 BLOCK PENNSYLVANIA AVE,05/07/2010 12:00:00 AM,2010,9,500,0,615,39.9678298,-75.18018499,"(39.9678298, -75.18018499)"
21337,201009000000,1800 BLOCK VINE ST,05/07/2010 12:00:00 AM,2010,9,400,17,615,39.9584608,-75.16886965,"(39.9584608, -75.16886965)"
21342,201009000000,100 BLOCK S 18TH ST,05/07/2010 12:00:00 AM,2010,9,2900,18,615,39.9516612,-75.1703412,"(39.9516612, -75.1703412)"
22843,201009000000,200 BLOCK S 25TH ST,05/15/2010 12:00:00 AM,2010,9,1500,11,615,39.9502218,-75.18085092,"(39.9502218, -75.18085092)"
24247,201009000000,1800 BLOCK WALNUT ST,05/22/2010 12:00:00 AM,2010,9,400,23,615,39.9501364,-75.17068454,"(39.9501364, -75.17068454)"
24831,201009000000,1500 BLOCK SANSOM ST,05/26/2010 12:00:00 AM,2010,9,500,7,615,39.9503603,-75.16610862,"(39.9503603, -75.16610862)"
25082,201009000000,1700 BLOCK WALNUT ST,05/26/2010 12:00:00 AM,2010,9,280,16,615,39.9499475,-75.16912167,"(39.9499475, -75.16912167)"
26881,201009000000,1600 BLOCK JOHN F KENNEDY BLVD,06/05/2010 12:00:00 AM,2010,9,375,19,615,39.9538027,-75.16665572,"(39.9538027, -75.16665572)"
28128,201009000000,2600 BLOCK PENNSYLVANIA AVE,06/12/2010 12:00:00 AM,2010,9,0,4,635,39.9678298,-75.18018499,"(39.9678298, -75.18018499)"
28708,201009000000,700 BLOCK JUDSON ST,06/15/2010 12:00:00 AM,2010,9,600,12,615,39.9692139,-75.17552825,"(39.9692139, -75.17552825)"
29343,201009000000,1600 BLOCK WALNUT ST,06/18/2010 12:00:00 AM,2010,9,500,16,615,39.9497872,-75.16773613,"(39.9497872, -75.16773613)"
29798,201009000000,2200 BLOCK DELANCEY PL,06/20/2010 12:00:00 AM,2010,9,450,11,615,39.9480093,-75.17808004,"(39.9480093, -75.17808004)"
30628,201009000000,1500 BLOCK SANSOM ST,06/25/2010 12:00:00 AM,2010,9,650,15,615,39.9503441,-75.16600218,"(39.9503441, -75.16600218)"
31072,201009000000,100 BLOCK S 19TH ST,06/28/2010 12:00:00 AM,2010,9,1000,9,615,39.9512661,-75.172069,"(39.9512661, -75.172069)"
31657,201009000000,1600 BLOCK WALNUT ST,06/24/2010 12:00:00 AM,2010,9,360,10,615,39.9497476,-75.16755923,"(39.9497476, -75.16755923)"
32610,201009000000,2000 BLOCK SANSOM ST,07/06/2010 12:00:00 AM,2010,9,500,15,615,39.9513407,-75.17392171,"(39.9513407, -75.17392171)"
32848,201009000000,2100 BLOCK SPRUCE ST,07/07/2010 12:00:00 AM,2010,9,200,19,615,39.948485,-75.17663476,"(39.948485, -75.17663476)"
33541,201009000000,S 20TH ST  / PINE ST,07/11/2010 12:00:00 AM,2010,9,500,13,615,39.946762,-75.17463051,"(39.946762, -75.17463051)"
33547,201009000000,1800 BLOCK VINE ST,07/11/2010 12:00:00 AM,2010,9,400,14,615,39.958912,-75.16878113,"(39.958912, -75.16878113)"
33603,201009000000,S 15TH ST / SPRUCE ST,07/11/2010 12:00:00 AM,2010,9,400,21,615,39.9472041,-75.16644272,"(39.9472041, -75.16644272)"
33736,201009000000,1400 BLOCK SPRUCE ST,07/12/2010 12:00:00 AM,2010,9,800,17,615,39.9470812,-75.16537695,"(39.9470812, -75.16537695)"
33831,201009000000,1800 BLOCK CARLTON ST,07/13/2010 12:00:00 AM,2010,9,300,9,615,39.9599971,-75.16891834,"(39.9599971, -75.16891834)"
34984,201009000000,1800 BLOCK CALLOWHILL ST,07/19/2010 12:00:00 AM,2010,9,600,14,615,39.9604376,-75.16872317,"(39.9604376, -75.16872317)"
35538,201009000000,LLOYD HALL @ 810 KELLY DR,07/22/2010 12:00:00 AM,2010,9,500,12,615,39.9694295,-75.18515717,"(39.9694295, -75.18515717)"
36074,201009000000,800 BLOCK N 23RD ST,07/25/2010 12:00:00 AM,2010,9,0,18,635,39.9719698,-75.17767254,"(39.9719698, -75.17767254)"
36596,201009000000,N 23RD ST  / FAIRMOUNT AV,07/28/2010 12:00:00 AM,2010,9,650,19,615,39.9673542,-75.17538458,"(39.9673542, -75.17538458)"
36599,201009000000,KELLY DR / SEDGLEY DR,07/28/2010 12:00:00 AM,2010,9,500,19,615,39.9693533,-75.18469604,"(39.9693533, -75.18469604)"
36706,201009000000,1900 BLOCK VINE ST,07/29/2010 12:00:00 AM,2010,9,1200,12,615,39.9590963,-75.17038007,"(39.9590963, -75.17038007)"
37419,201009000000,KELLY DR  / WATER WORKS DR,08/02/2010 12:00:00 AM,2010,9,300,19,615,39.9693533,-75.18469604,"(39.9693533, -75.18469604)"
37522,201009000000,1500 BLOCK GREEN ST,07/28/2010 12:00:00 AM,2010,9,800,11,615,39.9640209,-75.16284089,"(39.9640209, -75.16284089)"
38589,201009000000,N 20TH ST  / RACE ST,08/09/2010 12:00:00 AM,2010,9,600,16,615,39.9574391,-75.17240576,"(39.9574391, -75.17240576)"
39376,201009000000,S 17TH ST / LOCUST ST,08/13/2010 12:00:00 AM,2010,9,500,18,615,39.9488128,-75.16934318,"(39.9488128, -75.16934318)"
39802,201009000000,2500 BLOCK SPRING GARDEN ST,08/16/2010 12:00:00 AM,2010,9,700,10,615,39.964112,-75.17996873,"(39.964112, -75.17996873)"
39992,201009000000,1900 BLOCK VINE ST,08/17/2010 12:00:00 AM,2010,9,600,11,615,39.9591127,-75.17037945,"(39.9591127, -75.17037945)"
40676,201009000000,1700 BLOCK WALNUT ST,08/20/2010 12:00:00 AM,2010,9,500,23,615,39.9499475,-75.16912167,"(39.9499475, -75.16912167)"
40682,201009000000,100 BLOCK S 19TH ST,08/20/2010 12:00:00 AM,2010,9,350,23,615,39.9510109,-75.17207868,"(39.9510109, -75.17207868)"
41664,201009000000,2000 BLOCK LOMBARD ST,08/17/2010 12:00:00 AM,2010,9,374,13,615,39.9459604,-75.17562426,"(39.9459604, -75.17562426)"
41689,201009000000,1800 BLOCK SPRUCE ST,08/27/2010 12:00:00 AM,2010,9,1350,16,615,39.9478055,-75.1712012,"(39.9478055, -75.1712012)"
41986,201009000000,200 BLOCK S 21ST ST,08/29/2010 12:00:00 AM,2010,9,700,12,615,39.9499715,-75.17593617,"(39.9499715, -75.17593617)"
42035,201009000000,200 BLOCK S 17TH ST,08/27/2010 12:00:00 AM,2010,9,50,19,625,39.9499448,-75.16912178,"(39.9499448, -75.16912178)"
43260,201009000000,1800 BLOCK PINE ST,09/06/2010 12:00:00 AM,2010,9,225,17,615,39.9463871,-75.17175456,"(39.9463871, -75.17175456)"
43903,201009000000,1500 BLOCK MARKET ST,09/10/2010 12:00:00 AM,2010,9,350,16,615,39.9526257,-75.1654872,"(39.9526257, -75.1654872)"
44080,201009000000,1600 BLOCK CHESTNUT ST,09/11/2010 12:00:00 AM,2010,9,1000,15,615,39.9512668,-75.16721602,"(39.9512668, -75.16721602)"
44355,201009000000,2200 BLOCK MARKET ST,09/13/2010 12:00:00 AM,2010,9,325,12,615,39.9540213,-75.17674624,"(39.9540213, -75.17674624)"
44537,201009000000,BOAT HOUSE ROW @ 810 KELLY DR,09/14/2010 12:00:00 AM,2010,9,0,17,615,39.9693533,-75.18469604,"(39.9693533, -75.18469604)"
44538,201009000000,800 BLOCK KELLY DR,09/14/2010 12:00:00 AM,2010,9,1000,18,615,39.9693549,-75.18476736,"(39.9693549, -75.18476736)"
44554,201009000000,1800 BLOCK WALNUT ST,09/14/2010 12:00:00 AM,2010,9,300,20,615,39.950243,-75.17139416,"(39.950243, -75.17139416)"
44663,201009000000,1700 BLOCK MARKET ST,09/13/2010 12:00:00 AM,2010,9,800,11,615,39.9530619,-75.16900337,"(39.9530619, -75.16900337)"
45464,201009000000,2100 BLOCK LOCUST ST,09/20/2010 12:00:00 AM,2010,9,750,0,615,39.9497391,-75.17683704,"(39.9497391, -75.17683704)"
45541,201009000000,600 BLOCK WATER WORKS DR,09/20/2010 12:00:00 AM,2010,9,500,15,615,39.9660403,-75.18317935,"(39.9660403, -75.18317935)"
45546,201009000000,ART MUSEUM @ 2500 SPRING GARDEN ST,09/20/2010 12:00:00 AM,2010,9,200,15,615,39.9632797,-75.17714503,"(39.9632797, -75.17714503)"
45606,201009000000,2400 BLOCK MEREDITH ST,09/21/2010 12:00:00 AM,2010,9,415,0,615,39.9684419,-75.17698521,"(39.9684419, -75.17698521)"
45756,201009000000,2300 BLOCK MARKET ST,09/22/2010 12:00:00 AM,2010,9,250,20,615,39.954164,-75.17784707,"(39.954164, -75.17784707)"
46175,201009000000,N 16TH ST / JOHN F KENNEDY BLVD,09/23/2010 12:00:00 AM,2010,9,500,22,615,39.9538074,-75.16661985,"(39.9538074, -75.16661985)"
46557,201009000000,300 BLOCK S BROAD ST,09/26/2010 12:00:00 AM,2010,9,300,1,615,39.9466325,-75.16496585,"(39.9466325, -75.16496585)"
47093,201009000000,ART MUSEUM @ 2500 SPRING GARDEN ST,09/29/2010 12:00:00 AM,2010,9,1500,11,615,39.9632797,-75.17714503,"(39.9632797, -75.17714503)"
47116,201009000000,KELLY DR  / SEDGLEY DR,09/29/2010 12:00:00 AM,2010,9,0,15,635,39.9693533,-75.18469604,"(39.9693533, -75.18469604)"
47680,201009000000,1500 BLOCK BROWN ST,10/03/2010 12:00:00 AM,2010,9,120,1,625,39.9681857,-75.1625395,"(39.9681857, -75.1625395)"
47749,201009000000,S 21ST ST  / SANSOM ST,10/03/2010 12:00:00 AM,2010,9,500,14,615,39.9515366,-75.17555573,"(39.9515366, -75.17555573)"
48418,201009000000,1500 BLOCK MARKET ST,10/07/2010 12:00:00 AM,2010,9,850,21,615,39.9526257,-75.1654872,"(39.9526257, -75.1654872)"
48578,201009000000,0 BLOCK FRANKLIN TOWN BLVD,10/08/2010 12:00:00 AM,2010,9,1400,18,615,39.9598546,-75.16771037,"(39.9598546, -75.16771037)"
48583,201009000000,1500 BLOCK GREEN ST,10/08/2010 12:00:00 AM,2010,9,100,19,625,39.9640115,-75.16291263,"(39.9640115, -75.16291263)"
49103,201009000000,1700 BLOCK JOHN F KENNEDY BLVD,10/11/2010 12:00:00 AM,2010,9,700,22,615,39.9540254,-75.16825307,"(39.9540254, -75.16825307)"
49328,201009000000,100 BLOCK S 18TH ST,10/12/2010 12:00:00 AM,2010,9,800,23,615,39.9516612,-75.1703412,"(39.9516612, -75.1703412)"
50061,201009000000,2100 BLOCK CHESTNUT ST,10/17/2010 12:00:00 AM,2010,9,1500,10,615,39.9522943,-75.17541997,"(39.9522943, -75.17541997)"
50138,201009000000,1600 BLOCK ARCH ST,10/17/2010 12:00:00 AM,2010,9,1600,23,615,39.9548214,-75.16640287,"(39.9548214, -75.16640287)"
51440,201009000000,2000 BLOCK RITTENHOUSE SQ,10/24/2010 12:00:00 AM,2010,9,2500,10,615,39.9488247,-75.17451665,"(39.9488247, -75.17451665)"
51546,201009000000,1700 BLOCK SPRING GARDEN ST,10/25/2010 12:00:00 AM,2010,9,120,22,625,39.9629942,-75.16627051,"(39.9629942, -75.16627051)"
51736,201009000000,1700 BLOCK LOCUST ST,10/26/2010 12:00:00 AM,2010,9,1200,20,615,39.9489195,-75.17030255,"(39.9489195, -75.17030255)"
52091,201009000000,2500 BLOCK LOMBARD ST,10/28/2010 12:00:00 AM,2010,9,1900,18,615,39.9467164,-75.18166139,"(39.9467164, -75.18166139)"
52203,201009000000,2100 BLOCK CHESTNUT ST,10/29/2010 12:00:00 AM,2010,9,250,9,615,39.9523108,-75.17541934,"(39.9523108, -75.17541934)"
53379,201009000000,CITY HALL @ 1400 JOHN F KENNEDY BLVD,11/03/2010 12:00:00 AM,2010,9,300,14,615,39.9533329,-75.16335491,"(39.9533329, -75.16335491)"
53741,201009000000,800 BLOCK N 25TH ST,11/07/2010 12:00:00 AM,2010,9,200,17,615,39.9701378,-75.17802747,"(39.9701378, -75.17802747)"
53883,201009000000,1800 BLOCK CHESTNUT ST,11/07/2010 12:00:00 AM,2010,9,760,14,615,39.9516647,-75.17037674,"(39.9516647, -75.17037674)"
54273,201009000000,1800 BLOCK WALNUT ST,11/10/2010 12:00:00 AM,2010,9,900,18,615,39.9501364,-75.17068454,"(39.9501364, -75.17068454)"
54754,201009000000,N 19TH ST  / VINE ST,11/13/2010 12:00:00 AM,2010,9,500,11,615,39.9591009,-75.17034421,"(39.9591009, -75.17034421)"
54787,201009000000,0 BLOCK FRANKLIN TOWN BLVD,11/13/2010 12:00:00 AM,2010,9,500,15,615,39.9598546,-75.16771037,"(39.9598546, -75.16771037)"
55819,201009000000,S BROAD ST  / SPRUCE ST,11/19/2010 12:00:00 AM,2010,9,700,17,615,39.9470088,-75.16484449,"(39.9470088, -75.16484449)"
57201,201009000000,1400 BLOCK CHESTNUT ST,11/28/2010 12:00:00 AM,2010,9,400,16,615,39.9508797,-75.16405491,"(39.9508797, -75.16405491)"
43714,201012000000,5800 BLOCK WOODLAND AV,05/11/2010 12:00:00 AM,2010,12,300,19,615,39.9323818,-75.2246185,"(39.9323818, -75.2246185)"
45585,201012000000,S 57TH ST  / WHITBY AV,05/17/2010 12:00:00 AM,2010,12,60,20,625,39.9423256,-75.23384639,"(39.9423256, -75.23384639)"
48020,201012000000,2000 BLOCK LARRY ST,05/24/2010 12:00:00 AM,2010,12,175,13,625,39.9230186,-75.24333533,"(39.9230186, -75.24333533)"
49865,201012000000,6700 BLOCK HARLEY AV,05/29/2010 12:00:00 AM,2010,12,60,15,625,39.9156689,-75.22852043,"(39.9156689, -75.22852043)"
60970,201012000000,S 63RD ST / WHEELER ST,06/30/2010 12:00:00 AM,2010,12,175,11,625,39.9248249,-75.22864449,"(39.9248249, -75.22864449)"
69945,201012000000,1000 BLOCK S 50TH ST,07/26/2010 12:00:00 AM,2010,12,100,15,625,39.9448077,-75.21958974,"(39.9448077, -75.21958974)"
81041,201012000000,S 54TH ST  / LINDBERGH BLVD,08/29/2010 12:00:00 AM,2010,12,50,23,625,39.9334981,-75.21558728,"(39.9334981, -75.21558728)"
86347,201012000000,2500 BLOCK S 68TH ST,09/16/2010 12:00:00 AM,2010,12,700,16,615,39.9192308,-75.2342732,"(39.9192308, -75.2342732)"
94014,201012000000,5700 BLOCK CHESTER AV,10/11/2010 12:00:00 AM,2010,12,150,20,625,39.9361302,-75.22797535,"(39.9361302, -75.22797535)"
97676,201012000000,S 63RD ST  / WOODLAND AV,10/22/2010 12:00:00 AM,2010,12,100,19,625,39.9274108,-75.23172322,"(39.9274108, -75.23172322)"
23479,201014000000,200 BLOCK E CLIVEDEN ST,04/06/2010 12:00:00 AM,2010,14,200,18,615,40.050951,-75.17893068,"(40.050951, -75.17893068)"
43799,201014000000,CARPENTER LA / GREENE ST,06/19/2010 12:00:00 AM,2010,14,200,17,615,40.0463862,-75.1958983,"(40.0463862, -75.1958983)"
47023,201014000000,7900 BLOCK LINCOLN DR,06/30/2010 12:00:00 AM,2010,14,1500,18,615,40.0674457,-75.20300481,"(40.0674457, -75.20300481)"
