DC Number,DC Key,Location,Theft Date,Theft Year,District,Stolen Value,Theft Hour,UCR,Latitude,Longitude,Location 1
9328,201217000000,S 15TH ST / FEDERAL ST,02/28/2012 12:00:00 AM,2012,17,700,12,615,39.9359785,-75.16890405,"(39.9359785, -75.16890405)"
12445,201217000000,2300 BLOCK FEDERAL ST,03/16/2012 12:00:00 AM,2012,17,1200,20,615,39.9382108,-75.18241308,"(39.9382108, -75.18241308)"
12769,201217000000,1900 BLOCK FEDERAL ST,03/18/2012 12:00:00 AM,2012,17,400,17,615,39.9370482,-75.17563443,"(39.9370482, -75.17563443)"
15699,201217000000,S 23RD ST / CATHARINE ST,04/03/2012 12:00:00 AM,2012,17,350,18,615,39.9426406,-75.18084136,"(39.9426406, -75.18084136)"
15866,201217000000,1300 BLOCK S 20TH ST,04/05/2012 12:00:00 AM,2012,17,550,14,615,39.9350521,-75.17711217,"(39.9350521, -75.17711217)"
16920,201217000000,2300 BLOCK FITZWATER ST,04/11/2012 12:00:00 AM,2012,17,400,22,615,39.9436659,-75.18119108,"(39.9436659, -75.18119108)"
18279,201217000000,700 BLOCK S BROAD ST,04/18/2012 12:00:00 AM,2012,17,150,11,625,39.9421064,-75.16599713,"(39.9421064, -75.16599713)"
18721,201217000000,S 21ST ST  / FITZWATER ST,04/21/2012 12:00:00 AM,2012,17,200,16,615,39.9432403,-75.1773772,"(39.9432403, -75.1773772)"
19008,201217000000,600 BLOCK S 26TH ST,04/20/2012 12:00:00 AM,2012,17,150,17,625,39.9455758,-75.18329562,"(39.9455758, -75.18329562)"
19979,201217000000,1600 BLOCK S BROAD ST,04/28/2012 12:00:00 AM,2012,17,600,8,615,39.9304476,-75.16850305,"(39.9304476, -75.16850305)"
21638,201217000000,2200 BLOCK FITZWATER ST,05/08/2012 12:00:00 AM,2012,17,600,20,615,39.9434859,-75.17976336,"(39.9434859, -75.17976336)"
21781,201217000000,2100 BLOCK CLYMER ST,05/08/2012 12:00:00 AM,2012,17,700,16,615,39.9429631,-75.17783681,"(39.9429631, -75.17783681)"
22610,201217000000,1700 BLOCK MONTROSE ST,05/12/2012 12:00:00 AM,2012,17,300,20,615,39.9402182,-75.17130048,"(39.9402182, -75.17130048)"
25249,201217000000,2200 BLOCK GRAYS FERRY AV,05/26/2012 12:00:00 AM,2012,17,100,11,625,39.9451545,-75.17965315,"(39.9451545, -75.17965315)"
26193,201217000000,2300 BLOCK DICKINSON ST,05/31/2012 12:00:00 AM,2012,17,0,15,615,39.9337654,-75.18357084,"(39.9337654, -75.18357084)"
26725,201217000000,2300 BLOCK SOUTH ST,06/04/2012 12:00:00 AM,2012,17,700,13,615,39.945373,-75.1797776,"(39.945373, -75.1797776)"
26814,201217000000,2600 BLOCK MORRIS ST,06/04/2012 12:00:00 AM,2012,17,0,0,625,39.9317641,-75.18840279,"(39.9317641, -75.18840279)"
28132,201217000000,900 BLOCK S 20TH ST,06/11/2012 12:00:00 AM,2012,17,50,23,625,39.9406716,-75.17589184,"(39.9406716, -75.17589184)"
28583,201217000000,600 BLOCK S 18TH ST,06/13/2012 12:00:00 AM,2012,17,400,19,615,39.943991,-75.17208991,"(39.943991, -75.17208991)"
29235,201217000000,1800 BLOCK LOMBARD ST,06/13/2012 12:00:00 AM,2012,17,1050,11,615,39.9454171,-75.1717541,"(39.9454171, -75.1717541)"
31932,201217000000,2300 BLOCK CATHARINE ST,07/03/2012 12:00:00 AM,2012,17,500,23,615,39.9425998,-75.18096435,"(39.9425998, -75.18096435)"
33026,201217000000,2300 BLOCK DICKINSON ST,07/10/2012 12:00:00 AM,2012,17,250,1,615,39.9335639,-75.18286918,"(39.9335639, -75.18286918)"
33294,201217000000,1700 BLOCK CATHARINE ST,07/11/2012 12:00:00 AM,2012,17,300,19,615,39.941431,-75.17155777,"(39.941431, -75.17155777)"
33547,201217000000,1400 BLOCK S BROAD ST,07/13/2012 12:00:00 AM,2012,17,200,12,615,39.9328215,-75.16798074,"(39.9328215, -75.16798074)"
34671,201217000000,2800 BLOCK DICKINSON ST,07/20/2012 12:00:00 AM,2012,17,0,14,635,39.9346077,-75.19101863,"(39.9346077, -75.19101863)"
35219,201217000000,1700 BLOCK S BROAD ST,07/23/2012 12:00:00 AM,2012,17,495,17,615,39.9292567,-75.16876506,"(39.9292567, -75.16876506)"
36635,201217000000,S 24TH ST  / LOMBARD ST,08/01/2012 12:00:00 AM,2012,17,4000,8,615,39.9465584,-75.18053139,"(39.9465584, -75.18053139)"
36688,201217000000,1700 BLOCK S BROAD ST,07/31/2012 12:00:00 AM,2012,17,200,16,615,39.9286948,-75.16888867,"(39.9286948, -75.16888867)"
36689,201217000000,1700 BLOCK S BROAD ST,07/29/2012 12:00:00 AM,2012,17,1000,16,615,39.9286948,-75.16888867,"(39.9286948, -75.16888867)"
37147,201217000000,2500 BLOCK GRAYS FERRY AV,08/04/2012 12:00:00 AM,2012,17,0,8,615,39.9419164,-75.18498111,"(39.9419164, -75.18498111)"
37502,201217000000,1800 BLOCK WHARTON ST,08/06/2012 12:00:00 AM,2012,17,0,11,615,39.9350233,-75.17477832,"(39.9350233, -75.17477832)"
37801,201217000000,1000 BLOCK S 16TH ST,08/08/2012 12:00:00 AM,2012,17,200,12,615,39.9394491,-75.1698368,"(39.9394491, -75.1698368)"
37855,201217000000,500 BLOCK S 25TH ST,08/07/2012 12:00:00 AM,2012,17,500,18,615,39.9466372,-75.18172928,"(39.9466372, -75.18172928)"
37977,201217000000,1200 BLOCK MANTON ST,08/09/2012 12:00:00 AM,2012,17,400,13,615,39.9356042,-75.16904293,"(39.9356042, -75.16904293)"
38169,201217000000,2600 BLOCK WILDER ST,08/10/2012 12:00:00 AM,2012,17,100,19,625,39.934718,-75.18853926,"(39.934718, -75.18853926)"
39522,201217000000,S 26TH ST  / MORRIS ST,08/18/2012 12:00:00 AM,2012,17,100,20,625,39.9318158,-75.18837312,"(39.9318158, -75.18837312)"
39766,201217000000,1000 BLOCK S BOUVIER ST,08/19/2012 12:00:00 AM,2012,17,0,8,625,39.9396874,-75.17251723,"(39.9396874, -75.17251723)"
39888,201217000000,1400 BLOCK SOUTH ST,08/20/2012 12:00:00 AM,2012,17,1000,22,615,39.9370427,-75.17753265,"(39.9370427, -75.17753265)"
41854,201217000000,1700 BLOCK S 18TH ST,09/01/2012 12:00:00 AM,2012,17,35,13,635,39.9294429,-75.17509504,"(39.9294429, -75.17509504)"
44112,201217000000,1600 BLOCK KATER ST,09/14/2012 12:00:00 AM,2012,17,200,8,615,39.9436945,-75.16895981,"(39.9436945, -75.16895981)"
44785,201217000000,1100 BLOCK S BROAD ST,09/17/2012 12:00:00 AM,2012,17,1500,17,615,39.9378669,-75.16689359,"(39.9378669, -75.16689359)"
45592,201217000000,1400 BLOCK SOUTH ST,09/22/2012 12:00:00 AM,2012,17,600,0,615,39.943625,-75.16563566,"(39.943625, -75.16563566)"
48051,201217000000,1200 BLOCK POINT BREEZE AV,10/06/2012 12:00:00 AM,2012,17,200,1,615,39.9370603,-75.1771384,"(39.9370603, -75.1771384)"
48766,201217000000,2400 BLOCK LOMBARD ST,10/01/2012 12:00:00 AM,2012,17,1700,12,615,39.9465172,-75.18064075,"(39.9465172, -75.18064075)"
52083,201217000000,1900 BLOCK BAINBRIDGE ST,10/31/2012 12:00:00 AM,2012,17,300,10,615,39.9437361,-75.17372867,"(39.9437361, -75.17372867)"
55760,201217000000,2000 BLOCK FITZWATER ST,11/27/2012 12:00:00 AM,2012,17,300,16,615,39.9430435,-75.17621956,"(39.9430435, -75.17621956)"
59238,201217000000,1200 BLOCK S 16TH ST,12/16/2012 12:00:00 AM,2012,17,400,16,615,39.9361768,-75.17054563,"(39.9361768, -75.17054563)"
2009,201218000000,4400 BLOCK BALTIMORE AV,01/12/2012 12:00:00 AM,2012,18,450,20,615,39.9492517,-75.21181848,"(39.9492517, -75.21181848)"
3302,201218000000,300 BLOCK S 42ND ST,01/19/2012 12:00:00 AM,2012,18,50,0,625,39.9517573,-75.20710006,"(39.9517573, -75.20710006)"
6367,201218000000,3000 BLOCK SOUTH ST,02/02/2012 12:00:00 AM,2012,18,485,19,615,39.9489005,-75.18978478,"(39.9489005, -75.18978478)"
6470,201218000000,0 BLOCK S 32ND ST,02/06/2012 12:00:00 AM,2012,18,525,13,615,39.9538944,-75.1874407,"(39.9538944, -75.1874407)"
8178,201218000000,3700 BLOCK LOCUST WALK,02/15/2012 12:00:00 AM,2012,18,40,15,635,39.9523286,-75.19705064,"(39.9523286, -75.19705064)"
9666,201218000000,200 BLOCK S 36TH ST,02/22/2012 12:00:00 AM,2012,18,150,8,625,39.951573,-75.19508264,"(39.951573, -75.19508264)"
10225,201218000000,3300 BLOCK WALNUT ST,02/25/2012 12:00:00 AM,2012,18,670,21,615,39.9527054,-75.1907204,"(39.9527054, -75.1907204)"
11199,201218000000,4000 BLOCK MARKET ST,03/02/2012 12:00:00 AM,2012,18,1200,1,615,39.9571159,-75.20207339,"(39.9571159, -75.20207339)"
14288,201218000000,5400 BLOCK LOCUST ST,03/18/2012 12:00:00 AM,2012,18,159,9,625,39.9564172,-75.23011617,"(39.9564172, -75.23011617)"
14354,201218000000,3700 BLOCK SPRUCE ST,03/18/2012 12:00:00 AM,2012,18,300,19,615,39.9510148,-75.19757916,"(39.9510148, -75.19757916)"
14961,201218000000,4000 BLOCK CHESTNUT ST,03/20/2012 12:00:00 AM,2012,18,350,21,615,39.9558019,-75.20312883,"(39.9558019, -75.20312883)"
15160,201218000000,200 BLOCK S 33RD ST,03/22/2012 12:00:00 AM,2012,18,150,19,625,39.9520975,-75.19006606,"(39.9520975, -75.19006606)"
16367,201218000000,200 BLOCK S 33RD ST,03/27/2012 12:00:00 AM,2012,18,250,18,615,39.9525369,-75.19011509,"(39.9525369, -75.19011509)"
16390,201218000000,S 47TH ST  / CHESTER AV,03/28/2012 12:00:00 AM,2012,18,75,19,625,39.9459839,-75.2139637,"(39.9459839, -75.2139637)"
17759,201218000000,5800 BLOCK CHESTNUT ST,04/05/2012 12:00:00 AM,2012,18,150,9,625,39.9600348,-75.23725319,"(39.9600348, -75.23725319)"
18399,201218000000,4700 BLOCK CHESTER AV,04/07/2012 12:00:00 AM,2012,18,100,20,625,39.9459156,-75.2139552,"(39.9459156, -75.2139552)"
19360,201218000000,3700 BLOCK WALNUT ST,04/10/2012 12:00:00 AM,2012,18,579,10,615,39.9534581,-75.19681015,"(39.9534581, -75.19681015)"
20485,201218000000,200 BLOCK S 44TH ST,04/16/2012 12:00:00 AM,2012,18,400,17,615,39.9550213,-75.21013493,"(39.9550213, -75.21013493)"
20644,201218000000,500 BLOCK S 44TH ST,04/13/2012 12:00:00 AM,2012,18,400,12,615,39.9499985,-75.2110356,"(39.9499985, -75.2110356)"
20937,201218000000,S 48TH ST  / PINE ST,04/18/2012 12:00:00 AM,2012,18,800,12,615,39.9525622,-75.21835038,"(39.9525622, -75.21835038)"
21388,201218000000,200 BLOCK S 33RD ST,04/18/2012 12:00:00 AM,2012,18,200,11,615,39.9517699,-75.19013736,"(39.9517699, -75.19013736)"
22643,201218000000,3500 BLOCK SANSOM ST,04/25/2012 12:00:00 AM,2012,18,125,20,625,39.9538209,-75.19344592,"(39.9538209, -75.19344592)"
22936,201218000000,0 BLOCK S 39TH ST,04/26/2012 12:00:00 AM,2012,18,100,0,625,39.9560834,-75.19986316,"(39.9560834, -75.19986316)"
23661,201218000000,5800 BLOCK PEMBERTON ST,04/28/2012 12:00:00 AM,2012,18,100,11,625,39.9514804,-75.23993318,"(39.9514804, -75.23993318)"
24335,201218000000,3100 BLOCK MARKET ST,05/02/2012 12:00:00 AM,2012,18,330,12,615,39.9550413,-75.18542316,"(39.9550413, -75.18542316)"
24872,201218000000,3400 BLOCK SPRUCE ST,05/04/2012 12:00:00 AM,2012,18,150,20,625,39.9504117,-75.19268254,"(39.9504117, -75.19268254)"
24914,201218000000,3300 BLOCK WALNUT ST,05/04/2012 12:00:00 AM,2012,18,400,22,615,39.9525173,-75.19011034,"(39.9525173, -75.19011034)"
26184,201218000000,4500 BLOCK SPRUCE ST,05/09/2012 12:00:00 AM,2012,18,230,16,615,39.9530831,-75.21333242,"(39.9530831, -75.21333242)"
29197,201218000000,4800 BLOCK FLORENCE AV,05/23/2012 12:00:00 AM,2012,18,150,10,625,39.9481516,-75.21930094,"(39.9481516, -75.21930094)"
30595,201218000000,3100 BLOCK LUDLOW ST,05/29/2012 12:00:00 AM,2012,18,200,0,615,39.9545473,-75.18708925,"(39.9545473, -75.18708925)"
31507,201218000000,4300 BLOCK LOCUST ST,06/02/2012 12:00:00 AM,2012,18,600,12,615,39.9536929,-75.20905198,"(39.9536929, -75.20905198)"
36779,201218000000,4700 BLOCK BALTIMORE AV,06/22/2012 12:00:00 AM,2012,18,650,23,615,39.9485273,-75.21746146,"(39.9485273, -75.21746146)"
36780,201218000000,5000 BLOCK HAZEL AV,06/26/2012 12:00:00 AM,2012,18,170,23,625,39.9507314,-75.2229379,"(39.9507314, -75.2229379)"
36940,201218000000,3800 BLOCK LOCUST WALK,06/16/2012 12:00:00 AM,2012,18,400,20,615,39.9524941,-75.19926187,"(39.9524941, -75.19926187)"
38189,201218000000,5000 BLOCK HAZEL AV,07/02/2012 12:00:00 AM,2012,18,300,13,615,39.9507746,-75.22327878,"(39.9507746, -75.22327878)"
38895,201218000000,4200 BLOCK PINE ST,07/05/2012 12:00:00 AM,2012,18,400,16,615,39.9513452,-75.20811794,"(39.9513452, -75.20811794)"
39686,201218000000,5000 BLOCK CEDAR AV,07/08/2012 12:00:00 AM,2012,18,400,18,615,39.9500474,-75.22389784,"(39.9500474, -75.22389784)"
40071,201218000000,4800 BLOCK LARCHWOOD AV,07/10/2012 12:00:00 AM,2012,18,399,20,615,39.9510326,-75.2190467,"(39.9510326, -75.2190467)"
40503,201139000000,2900 BLOCK W SCHOOL HOUSE LN,06/13/2011 12:00:00 AM,2011,39,2600,15,615,40.02489,-75.18387115,"(40.02489, -75.18387115)"
43776,201139000000,3600 BLOCK W SCHOOL HOUSE LA,07/27/2011 12:00:00 AM,2011,39,500,8,615,40.0148542,-75.1987536,"(40.0148542, -75.1987536)"
47657,201139000000,3300 BLOCK TILDEN ST,08/15/2011 12:00:00 AM,2011,39,400,2,615,40.0148115,-75.18717158,"(40.0148115, -75.18717158)"
48006,201139000000,3000 BLOCK N BROAD ST,08/16/2011 12:00:00 AM,2011,39,70,19,625,39.9995481,-75.15344894,"(39.9995481, -75.15344894)"
50484,201139000000,2200 BLOCK W ALLEGHENY AV,08/26/2011 12:00:00 AM,2011,39,200,16,615,40.0032283,-75.16594144,"(40.0032283, -75.16594144)"
52301,201139000000,5400 BLOCK WAYNE AV,09/05/2011 12:00:00 AM,2011,39,500,22,615,40.0297674,-75.17557634,"(40.0297674, -75.17557634)"
53734,201139000000,2100 BLOCK W TIOGA ST,09/12/2011 12:00:00 AM,2011,39,200,15,615,40.0077262,-75.16342578,"(40.0077262, -75.16342578)"
56601,201139000000,3400 BLOCK W SCHOOL HOUSE LN,09/26/2011 12:00:00 AM,2011,39,125,0,625,40.0182048,-75.1948138,"(40.0182048, -75.1948138)"
63516,201139000000,4100 BLOCK RIDGE AVE,10/29/2011 12:00:00 AM,2011,39,500,1,615,40.0078939,-75.19151194,"(40.0078939, -75.19151194)"
65044,201139000000,4200 BLOCK N BROAD ST,11/05/2011 12:00:00 AM,2011,39,120,23,625,40.0169818,-75.1496426,"(40.0169818, -75.1496426)"
67727,201139000000,2500 BLOCK W CAMBRIA STREET,11/18/2011 12:00:00 AM,2011,39,400,5,615,39.999277,-75.17171023,"(39.999277, -75.17171023)"
4394,201201000000,2500 BLOCK S ROSEWOOD ST,02/01/2012 12:00:00 AM,2012,1,800,14,615,39.9192026,-75.17162514,"(39.9192026, -75.17162514)"
16576,201201000000,2300 BLOCK OREGON AV,04/11/2012 12:00:00 AM,2012,1,400,20,615,39.9186539,-75.18608711,"(39.9186539, -75.18608711)"
16933,201201000000,1900 BLOCK S BONSALL ST,04/13/2012 12:00:00 AM,2012,1,200,14,615,39.9287491,-75.18438317,"(39.9287491, -75.18438317)"
19881,201201000000,2500 BLOCK S BANCROFT ST,04/30/2012 12:00:00 AM,2012,1,0,18,615,39.9193844,-75.17476471,"(39.9193844, -75.17476471)"
23062,201201000000,2300 BLOCK OREGON AV,05/19/2012 12:00:00 AM,2012,1,0,18,615,39.9186539,-75.18608711,"(39.9186539, -75.18608711)"
23509,201201000000,2900 BLOCK MC KEAN ST,05/22/2012 12:00:00 AM,2012,1,0,17,625,39.9287991,-75.19472,"(39.9287991, -75.19472)"
23645,201201000000,MIFFLIN ST  / S BONSALL ST,05/23/2012 12:00:00 AM,2012,1,100,19,625,39.9287943,-75.18444615,"(39.9287943, -75.18444615)"
25197,201201000000,2300 BLOCK OREGON AV,06/02/2012 12:00:00 AM,2012,1,400,20,615,39.9186539,-75.18608711,"(39.9186539, -75.18608711)"
26281,201201000000,1900 BLOCK DUDLEY ST,06/08/2012 12:00:00 AM,2012,1,150,20,625,39.9270293,-75.17736284,"(39.9270293, -75.17736284)"
26976,201201000000,1900 BLOCK S CHADWICK ST,06/12/2012 12:00:00 AM,2012,1,350,19,615,39.9272273,-75.173533,"(39.9272273, -75.173533)"
27386,201201000000,1900 BLOCK S 21ST ST,06/15/2012 12:00:00 AM,2012,1,100,10,625,39.9278331,-75.18065786,"(39.9278331, -75.18065786)"
28950,201201000000,24TH ST/ SNYDER AVEEGON AV,06/23/2012 12:00:00 AM,2012,1,200,18,615,39.8985664,-75.18160937,"(39.8985664, -75.18160937)"
32242,201201000000,2200 BLOCK S COLORADO ST,07/13/2012 12:00:00 AM,2012,1,250,6,615,39.9234068,-75.17536328,"(39.9234068, -75.17536328)"
33807,201201000000,2300 BLOCK MIFFLIN ST,07/21/2012 12:00:00 AM,2012,1,1200,15,615,39.9286697,-75.18391158,"(39.9286697, -75.18391158)"
33837,201201000000,3100 BLOCK S 20TH ST,07/21/2012 12:00:00 AM,2012,1,150,18,625,39.910978,-75.18236402,"(39.910978, -75.18236402)"
35270,201201000000,2300 BLOCK S BROAD ST,07/30/2012 12:00:00 AM,2012,1,700,13,615,39.9218949,-75.17031217,"(39.9218949, -75.17031217)"
36831,201201000000,2300 BLOCK OREGON AVE,08/07/2012 12:00:00 AM,2012,1,100,14,625,39.9186539,-75.18608711,"(39.9186539, -75.18608711)"
39317,201201000000,1900 BLOCK S NORWOOD ST,08/21/2012 12:00:00 AM,2012,1,160,15,625,39.9280868,-75.18116582,"(39.9280868, -75.18116582)"
40584,201201000000,2600 BLOCK EMILY ST,08/27/2012 12:00:00 AM,2012,1,300,17,615,39.9276864,-75.18997993,"(39.9276864, -75.18997993)"
41429,201201000000,1800 BLOCK ROSEBERRY ST,09/01/2012 12:00:00 AM,2012,1,600,13,615,39.9207771,-75.17737877,"(39.9207771, -75.17737877)"
44068,201201000000,2000 BLOCK S 17TH ST,09/17/2012 12:00:00 AM,2012,1,500,16,615,39.9261507,-75.17435712,"(39.9261507, -75.17435712)"
45665,201201000000,2000 BLOCK S BROAD ST,09/27/2012 12:00:00 AM,2012,1,250,16,615,39.9253655,-75.16961252,"(39.9253655, -75.16961252)"
45777,201201000000,1500 BLOCK SNYDER AV,09/28/2012 12:00:00 AM,2012,1,100,9,625,39.9246882,-75.17166638,"(39.9246882, -75.17166638)"
47129,201201000000,2300 BLOCK W PASSYUNK AVEUNK AV,10/05/2012 12:00:00 AM,2012,1,0,19,625,39.9225253,-75.18525143,"(39.9225253, -75.18525143)"
47292,201201000000,2500 BLOCK S 24TH ST,10/06/2012 12:00:00 AM,2012,1,0,14,625,39.9210857,-75.18729395,"(39.9210857, -75.18729395)"
49134,201201000000,2400 BLOCK S 24TH ST,10/17/2012 12:00:00 AM,2012,1,100,18,625,39.9213773,-75.18708836,"(39.9213773, -75.18708836)"
53966,201201000000,S OPAL ST / SNYDER AV,11/14/2012 12:00:00 AM,2012,1,0,12,615,39.9255366,-75.17869006,"(39.9255366, -75.17869006)"
55452,201201000000,2100 BLOCK MC CLELLAN ST,11/24/2012 12:00:00 AM,2012,1,0,20,625,39.9291288,-75.18115937,"(39.9291288, -75.18115937)"
59084,201201000000,2400 BLOCK S 24TH ST,12/17/2012 12:00:00 AM,2012,1,45,11,635,39.9219284,-75.18696268,"(39.9219284, -75.18696268)"
18886,201202000000,1100 BLOCK PRINCETON AV,03/19/2012 12:00:00 AM,2012,2,150,17,625,40.0520589,-75.07604874,"(40.0520589, -75.07604874)"
27631,201202000000,1100 BLOCK SAINT VINCENT ST,04/24/2012 12:00:00 AM,2012,2,200,15,615,40.0531779,-75.0746213,"(40.0531779, -75.0746213)"
30578,201202000000,2100 BLOCK SAINT VINCENT ST,05/04/2012 12:00:00 AM,2012,2,100,17,625,40.0445599,-75.05937313,"(40.0445599, -75.05937313)"
35511,201202000000,7500 BLOCK LARGE ST,05/23/2012 12:00:00 AM,2012,2,250,19,615,40.0532311,-75.06118985,"(40.0532311, -75.06118985)"
41299,201202000000,1200 BLOCK FRIENDSHIP ST,06/13/2012 12:00:00 AM,2012,2,49,18,635,40.0516427,-75.07354376,"(40.0516427, -75.07354376)"
41349,201202000000,900 BLOCK E GODFREY AV,06/09/2012 12:00:00 AM,2012,2,100,20,625,40.0291209,-75.09183518,"(40.0291209, -75.09183518)"
41995,201202000000,7400 BLOCK ALGON AV,06/13/2012 12:00:00 AM,2012,2,500,9,615,40.0573022,-75.07150484,"(40.0573022, -75.07150484)"
44009,201202000000,7600 BLOCK LINDA PL,06/24/2012 12:00:00 AM,2012,2,400,12,615,40.061026,-75.07158645,"(40.061026, -75.07158645)"
48073,201202000000,7000 BLOCK CASTOR AV,07/12/2012 12:00:00 AM,2012,2,200,0,615,40.046883,-75.07034337,"(40.046883, -75.07034337)"
55936,201202000000,7600 BLOCK CASTOR AVE,08/17/2012 12:00:00 AM,2012,2,200,21,615,40.0557841,-75.06194223,"(40.0557841, -75.06194223)"
56918,201202000000,5900 BLOCK ELMHURST ST,08/21/2012 12:00:00 AM,2012,2,0,9,635,40.0378356,-75.09005113,"(40.0378356, -75.09005113)"
57544,201202000000,7300 BLOCK WHITAKER AV,08/23/2012 12:00:00 AM,2012,2,100,19,625,40.0579519,-75.07609156,"(40.0579519, -75.07609156)"
58443,201202000000,6100 BLOCK ALMA ST,08/28/2012 12:00:00 AM,2012,2,200,20,615,40.0364257,-75.08161659,"(40.0364257, -75.08161659)"
58609,201202000000,7600 BLOCK DORCAS ST,08/28/2012 12:00:00 AM,2012,2,200,16,615,40.0601677,-75.06994159,"(40.0601677, -75.06994159)"
58825,201202000000,7700 BLOCK WHITAKER AV,08/29/2012 12:00:00 AM,2012,2,100,15,625,40.0625129,-75.07219747,"(40.0625129, -75.07219747)"
59279,201202000000,200 BLOCK COMLY ST,08/31/2012 12:00:00 AM,2012,2,230,9,615,40.0481979,-75.10564287,"(40.0481979, -75.10564287)"
61607,201202000000,600 BLOCK GARLAND ST,09/09/2012 12:00:00 AM,2012,2,90,18,625,40.0345876,-75.11038237,"(40.0345876, -75.11038237)"
62820,201202000000,5900 BLOCK RISING SUN AV,09/14/2012 12:00:00 AM,2012,2,330,18,615,40.0440608,-75.10269493,"(40.0440608, -75.10269493)"
62977,201202000000,1100 BLOCK LONGSHORE AV,09/15/2012 12:00:00 AM,2012,2,300,10,615,40.0494919,-75.07848277,"(40.0494919, -75.07848277)"
66285,201202000000,1900 BLOCK BORBECK AV,09/29/2012 12:00:00 AM,2012,2,150,7,625,40.0600076,-75.059826,"(40.0600076, -75.059826)"
66825,201202000000,1100 BLOCK RHAWN ST,10/01/2012 12:00:00 AM,2012,2,150,18,625,40.0706877,-75.07148358,"(40.0706877, -75.07148358)"
67070,201202000000,5900 BLOCK NEWTOWN AV,10/02/2012 12:00:00 AM,2012,2,350,20,615,40.0482437,-75.10652358,"(40.0482437, -75.10652358)"
68153,201202000000,2300 BLOCK COTTMAN AV,10/07/2012 12:00:00 AM,2012,2,1000,1,615,40.0477752,-75.0598477,"(40.0477752, -75.0598477)"
68821,201202000000,5800 BLOCK SUMMERDALE AV,10/10/2012 12:00:00 AM,2012,2,200,14,615,40.0347084,-75.08942255,"(40.0347084, -75.08942255)"
69586,201202000000,4600 BLOCK E ROOSEVELT BLVD,10/13/2012 12:00:00 AM,2012,2,90,16,625,40.0283851,-75.09939568,"(40.0283851, -75.09939568)"
71667,201202000000,300 BLOCK CHANDLER ST,10/22/2012 12:00:00 AM,2012,2,240,18,615,40.074964,-75.08863214,"(40.074964, -75.08863214)"
76376,201202000000,4600 BLOCK E ROOSEVELT BLVD,11/12/2012 12:00:00 AM,2012,2,200,20,615,40.0283851,-75.09939568,"(40.0283851, -75.09939568)"
78157,201202000000,2300 BLOCK COTTMAN AVE,11/20/2012 12:00:00 AM,2012,2,200,16,615,40.0477752,-75.0598477,"(40.0477752, -75.0598477)"
82932,201202000000,6700 BLOCK ROOSEVELT BLVD,12/11/2012 12:00:00 AM,2012,2,170,22,625,40.0372221,-75.06304669,"(40.0372221, -75.06304669)"
1025,201203000000,1300 BLOCK FEDERAL ST,01/05/2012 12:00:00 AM,2012,3,300,16,615,39.9352919,-75.1651463,"(39.9352919, -75.1651463)"
3587,201203000000,700 BLOCK ALTER ST,01/18/2012 12:00:00 AM,2012,3,200,19,615,39.9351088,-75.15558468,"(39.9351088, -75.15558468)"
6143,201203000000,1000 BLOCK WATKINS ST,01/31/2012 12:00:00 AM,2012,3,350,19,615,39.9279471,-75.16194386,"(39.9279471, -75.16194386)"
6284,201203000000,1100 BLOCK S 13TH ST,01/23/2012 12:00:00 AM,2012,3,200,14,615,39.9356749,-75.1649698,"(39.9356749, -75.1649698)"
6768,201203000000,700 BLOCK S 13TH ST,02/03/2012 12:00:00 AM,2012,3,230,21,615,39.9420289,-75.16371382,"(39.9420289, -75.16371382)"
12958,201203000000,700 BLOCK WATKINS ST,03/01/2012 12:00:00 AM,2012,3,400,10,615,39.9273063,-75.15728248,"(39.9273063, -75.15728248)"
13245,201203000000,900 BLOCK SOUTH ST,03/03/2012 12:00:00 AM,2012,3,1500,13,615,39.9427793,-75.15793025,"(39.9427793, -75.15793025)"
14689,201203000000,900 BLOCK SOUTH ST,03/09/2012 12:00:00 AM,2012,3,300,18,615,39.9426227,-75.15760104,"(39.9426227, -75.15760104)"
16345,201203000000,100 BLOCK FERNON ST,03/15/2012 12:00:00 AM,2012,3,600,14,615,39.9270351,-75.14794677,"(39.9270351, -75.14794677)"
17935,201203000000,700 BLOCK S 5TH ST,03/21/2012 12:00:00 AM,2012,3,300,15,615,39.9406578,-75.15110535,"(39.9406578, -75.15110535)"
18822,201203000000,400 BLOCK TREE ST,03/25/2012 12:00:00 AM,2012,3,100,13,625,39.9206974,-75.15392407,"(39.9206974, -75.15392407)"
19432,201203000000,1100 BLOCK S 11TH ST,03/24/2012 12:00:00 AM,2012,3,800,8,615,39.9371364,-75.1614796,"(39.9371364, -75.1614796)"
19551,201203000000,1100 BLOCK FEDERAL ST,03/03/2012 12:00:00 AM,2012,3,60,19,625,39.9348885,-75.16204955,"(39.9348885, -75.16204955)"
19679,201203000000,700 BLOCK S 5TH ST,03/28/2012 12:00:00 AM,2012,3,400,8,615,39.9407698,-75.15107748,"(39.9407698, -75.15107748)"
19756,201203000000,900 BLOCK SOUTH ST,03/29/2012 12:00:00 AM,2012,3,1000,16,615,39.9427793,-75.15793025,"(39.9427793, -75.15793025)"
20828,201203000000,1100 BLOCK S 11TH ST,04/02/2012 12:00:00 AM,2012,3,1700,21,615,39.9371186,-75.16133884,"(39.9371186, -75.16133884)"
